id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
8110,CBG Helps Haiti Rm #2,22486,Brooklyn,Park Slope,40.680009999999996,-73.97865,Private room,110,2,71,0.61,6,304
8490,"MAISON DES SIRENES1,bohemian apartment",25183,Brooklyn,Bedford-Stuyvesant,40.68371,-73.94028,Entire home/apt,120,2,88,0.73,2,233
8505,Sunny Bedroom Across Prospect Park,25326,Brooklyn,Windsor Terrace,40.65599,-73.97519,Private room,60,1,19,1.37,2,85
8700,Magnifique Suite au N de Manhattan - vue Cloitres,26394,Manhattan,Inwood,40.867540000000005,-73.92639,Private room,80,4,0,0.0,1,0
9357,Midtown Pied-a-terre,30193,Manhattan,Hell's Kitchen,40.76715,-73.98533,Entire home/apt,150,10,58,0.49,1,75
9518,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM",31374,Manhattan,Inwood,40.86482,-73.92106,Private room,44,3,108,1.11,3,311
9657,Modern 1 BR / NYC / EAST VILLAGE,21904,Manhattan,East Village,40.7292,-73.98541999999999,Entire home/apt,180,14,29,0.24,1,67
9668,front room/double bed,32294,Manhattan,Harlem,40.82245,-73.95104,Private room,50,3,242,2.04,3,355
9704,Spacious 1 bedroom in luxe building,32045,Manhattan,Harlem,40.81305,-73.95466,Private room,52,2,88,1.42,1,255
9782,Loft in Williamsburg Area w/ Roof,32169,Brooklyn,Greenpoint,40.722190000000005,-73.93762,Private room,55,4,197,1.65,3,284
9783,back room/bunk beds,32294,Manhattan,Harlem,40.8213,-73.95318,Private room,50,3,273,2.37,3,359
10452,Large B&B Style rooms,35935,Brooklyn,Bedford-Stuyvesant,40.6831,-73.95473,Private room,70,1,74,0.66,2,269
10962,"Lovely room 2 & garden; Best area, Legal rental",9744,Brooklyn,South Slope,40.668690000000005,-73.9878,Private room,89,4,168,1.41,3,340
11452,Clean and Quiet in Brooklyn,7355,Brooklyn,Bedford-Stuyvesant,40.688759999999995,-73.94312,Private room,35,60,0,0.0,1,365
11708,Cute apt in artist's home,44145,Brooklyn,Bushwick,40.701859999999996,-73.92745,Entire home/apt,85,2,231,1.96,2,22
11943,Country space in the city,45445,Brooklyn,Flatbush,40.63702,-73.96327,Private room,150,1,0,0.0,1,365
12048,LowerEastSide apt share shortterm 1,7549,Manhattan,Lower East Side,40.714009999999995,-73.98917,Shared room,40,1,214,1.81,4,188
12192,ENJOY Downtown NYC!,46978,Manhattan,East Village,40.7229,-73.98199,Private room,68,2,245,2.08,2,96
12299,Beautiful Sunny Park Slope Brooklyn,47610,Brooklyn,South Slope,40.66278,-73.97966,Entire home/apt,120,3,15,0.39,1,345
12303,1bdr w private bath. in lofty apt,47618,Brooklyn,Fort Greene,40.69673,-73.97584,Private room,120,7,25,0.23,1,311
12318,West Side Retreat,16800,Manhattan,Upper West Side,40.79009,-73.97927,Private room,135,4,81,0.69,1,273
12343,BEST BET IN HARLEM,47727,Manhattan,Harlem,40.81175,-73.94478000000001,Entire home/apt,150,7,97,0.84,1,309
12627,Entire apartment in central Brooklyn neighborhood.,49670,Brooklyn,Prospect-Lefferts Gardens,40.659440000000004,-73.96238000000001,Entire home/apt,150,29,11,0.49,1,95
12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",50124,Queens,Long Island City,40.74771,-73.9474,Private room,130,3,248,2.25,1,215
12940,Charming Brownstone 3 - Near PRATT,50148,Brooklyn,Bedford-Stuyvesant,40.68111,-73.95591,Entire home/apt,110,7,61,0.52,1,265
13050,bright and stylish duplex,50846,Brooklyn,Bedford-Stuyvesant,40.68554,-73.9409,Entire home/apt,115,3,11,0.1,1,0
13394,Fort Greene brownstone ,52335,Brooklyn,Fort Greene,40.69142,-73.97376,Private room,80,3,135,1.16,2,192
13808,Blue Room for 2 in Brownstone for $1350 monthly,54275,Brooklyn,Bedford-Stuyvesant,40.68043,-73.93934,Private room,80,1,112,1.01,3,251
14287,Cozy 1BD on Central Park West in New York City,56094,Manhattan,Upper West Side,40.78635,-73.97008000000001,Entire home/apt,151,2,73,0.63,1,302
14290,* ORIGINAL BROOKLYN LOFT *,56104,Brooklyn,Williamsburg,40.7042,-73.9356,Entire home/apt,228,3,82,0.7,1,140
14314,Greenpoint Place...Has It All! ,56246,Brooklyn,Greenpoint,40.73506,-73.95392,Entire home/apt,144,2,328,2.82,1,234
14322,Beautiful Apartment in Manhattan!!!,56284,Manhattan,Kips Bay,40.73961,-73.98074,Entire home/apt,200,7,19,0.22,1,257
14377,Williamsburg 1 bedroom Apartment,56512,Brooklyn,Williamsburg,40.70881,-73.9593,Entire home/apt,150,30,105,0.9,1,30
14991,"Great Location, Manhattan Bedroom!",59023,Manhattan,Lower East Side,40.720040000000004,-73.99104,Private room,110,5,19,0.17,1,301
15220,Best Location in NYC! TIMES SQUARE!,59734,Manhattan,Hell's Kitchen,40.755309999999994,-73.99293,Private room,69,2,289,2.49,2,294
15338,Room in Greenpoint Loft w/ Roof,32169,Brooklyn,Greenpoint,40.72401,-73.93788,Private room,49,4,138,1.19,3,320
15341,**Bright Nolita Apt w Doorman/Elevators/Gym**,60049,Manhattan,SoHo,40.7221,-73.99775,Entire home/apt,180,30,21,0.3,1,154
15385,"Very, very cozy place",60252,Brooklyn,Williamsburg,40.71185,-73.96204,Private room,80,2,42,0.38,1,263
15396,Sunny & Spacious Chelsea Apartment,60278,Manhattan,Chelsea,40.74623,-73.9953,Entire home/apt,375,180,5,0.12,1,180
15711,2 bedroom - Upper East Side-great for kids,61491,Manhattan,Upper East Side,40.77065,-73.95269,Entire home/apt,250,2,66,0.57,2,231
16326,Comfortable 4-bedroom apt in family house.,63588,Brooklyn,Prospect Heights,40.67811,-73.96428,Entire home/apt,200,30,143,1.33,2,297
16338,Double Room w Private Deck Clinton Hill Best Area,63613,Brooklyn,Clinton Hill,40.69,-73.96788000000001,Private room,55,7,27,0.23,2,292
16421,Your Heaven in Hells Kitchen,63924,Manhattan,Hell's Kitchen,40.75979,-73.99119,Private room,52,30,191,1.65,1,191
16458,Light-filled 2B duplex in the heart of Park Slope!,64056,Brooklyn,Park Slope,40.673429999999996,-73.98338000000001,Entire home/apt,225,3,4,0.16,1,0
16580,"Sunny, Modern room in East Village!",64442,Manhattan,East Village,40.726490000000005,-73.97904,Private room,80,1,338,4.72,2,72
16595,*HAVEN LOFT - Entire Floor - Six Windows - Bricks*,64522,Brooklyn,Williamsburg,40.70933,-73.96791999999999,Entire home/apt,275,1,148,1.4,1,362
16821,Large Room in Amazing East Village Apt,4396,Manhattan,East Village,40.72298,-73.98474,Private room,99,1,106,1.26,2,336
16974,SpaHa Loft: Enormous and Bright,65837,Manhattan,East Harlem,40.80164,-73.93921999999999,Entire home/apt,225,4,190,1.64,1,215
17037,Lovely EV Artist's Home,66035,Manhattan,East Village,40.72162,-73.98008,Entire home/apt,230,9,49,0.43,1,116
17092,Cool Room in Hell's Kitchen,66243,Manhattan,Hell's Kitchen,40.76342,-73.98865,Private room,51,7,23,0.43,1,88
17693,"HARLEM, NEW YORK WELCOMES YOU!!",68428,Manhattan,Washington Heights,40.83139,-73.94095,Private room,65,2,49,1.6,2,336
17747,BLUE TRIM GUEST HOUSE,68599,Brooklyn,Clinton Hill,40.68346,-73.96374,Private room,105,2,105,0.92,1,304
18127,Charming East Village One Bedroom Flat,69829,Manhattan,East Village,40.72828,-73.98801,Entire home/apt,190,5,21,0.2,1,224
18152,Manhattan Room,69942,Manhattan,Upper East Side,40.76865,-73.95058,Private room,200,1,142,1.5,1,322
18198,Little King of Queens,70091,Queens,Woodside,40.75038,-73.90334,Private room,70,30,25,0.22,1,324
18590,Fort Greene Retreat on the Park,71512,Brooklyn,Fort Greene,40.6932,-73.97267,Private room,95,3,143,1.28,1,132
18728,Beautiful Meatpacking District Loft,71876,Manhattan,Chelsea,40.74138,-74.00197,Private room,150,3,167,1.65,1,295
18764,Cozy 2 BR in Williamsburg ,72014,Brooklyn,Williamsburg,40.71154,-73.96112,Private room,145,3,61,0.54,4,238
19159,Spacious luminous apt Upper West NYC,73051,Manhattan,Harlem,40.82915,-73.95136,Entire home/apt,110,31,54,0.49,1,209
19169,Entire 2 Bedroom - Large & Sunny,73128,Manhattan,Lower East Side,40.718509999999995,-73.98892,Entire home/apt,285,5,70,0.62,1,328
19282,"Sunny, Spacious Top Floor Haven",73469,Brooklyn,Flatbush,40.65401,-73.96323000000001,Entire home/apt,130,6,16,0.15,1,38
19319,Private room Great Deal at Lower East Side,44263,Manhattan,Lower East Side,40.7114,-73.98794000000001,Private room,94,30,94,0.84,1,188
19601,perfect for a family or small group,74303,Brooklyn,Brooklyn Heights,40.69723,-73.99268000000001,Entire home/apt,800,1,25,0.24,1,7
19812,2 bedroom Williamsburg Apt - Bedford L stop,74857,Brooklyn,Williamsburg,40.71833,-73.95748,Entire home/apt,105,3,61,0.53,1,272
20299,Oh glorious spring!,62407,Manhattan,East Village,40.72334,-73.9844,Private room,60,3,194,1.73,1,26
20300,Great Location for NYC,76627,Manhattan,East Village,40.72912,-73.98057,Private room,50,1,2,0.05,1,0
20611,Cozy Bedroom in Williamsburg 3 BR,72014,Brooklyn,Williamsburg,40.71156,-73.96218,Private room,85,3,174,1.54,4,288
20724,Sunny room+Pvte office in huge loft,961342,Brooklyn,Bushwick,40.70032,-73.9383,Private room,65,4,24,0.28,1,317
20734,Spacious Prospect Heights Apartment,78460,Brooklyn,Prospect Heights,40.68233,-73.97261,Entire home/apt,131,4,166,3.4,1,207
20755,"Large Parlor Room, Landmark Home 1 block to PRATT",51038,Brooklyn,Clinton Hill,40.68634,-73.96600000000001,Private room,98,7,16,0.2,6,185
20853,2-bed brownstone duplex + garden,79070,Brooklyn,Prospect Heights,40.68035,-73.97162,Entire home/apt,250,7,21,0.3,1,158
20913,Charming 1 bed GR8 WBurg LOCATION!,79402,Brooklyn,Williamsburg,40.70984,-73.95775,Entire home/apt,100,5,168,1.57,1,0
21293,Sunny Apartment in Artist Home,44145,Brooklyn,Bushwick,40.70093,-73.92609,Entire home/apt,105,3,118,1.05,2,9
21456,Light-filled classic Central Park ,42032,Manhattan,Upper West Side,40.79764,-73.96177,Entire home/apt,140,3,81,0.71,1,198
21644,"Upper Manhattan, New York",82685,Manhattan,Harlem,40.82803,-73.94731,Private room,89,1,1,0.11,1,365
21794,COZY QUIET room 4 DOOGLERS!,83257,Manhattan,Chelsea,40.74008,-74.00271,Private room,98,30,30,0.27,2,364
22911,The Stuydio Modern and Light Filled,87773,Brooklyn,Bedford-Stuyvesant,40.684129999999996,-73.92357,Entire home/apt,125,7,139,1.23,2,311
22918,loft bed - near transportation-15min to times sq,32294,Manhattan,Harlem,40.822790000000005,-73.95139,Private room,60,3,11,0.87,3,219
23135,House On Henry (3rd FLR Suite),11481,Brooklyn,Carroll Gardens,40.67967,-74.00154,Entire home/apt,175,2,233,2.09,3,342
23501,Monkey Retreat Manhattan,63318,Manhattan,Washington Heights,40.83927,-73.94281,Private room,65,2,68,0.6,1,312
23686,2000 SF 3br 2bath West Village private  townhouse,93790,Manhattan,West Village,40.730959999999996,-74.00319,Entire home/apt,500,4,46,0.55,2,243
24143,"Williamsburg—Steps To Subway, Private Bath&Balcony",97219,Brooklyn,Williamsburg,40.71332,-73.94176999999999,Private room,101,3,335,3.02,1,152
24285,Beautiful Duplex Apartment,97797,Brooklyn,Park Slope,40.66941,-73.98109000000001,Entire home/apt,220,30,88,0.79,1,9
25235,Large 2 Bedroom Great for Groups!,87773,Brooklyn,Bedford-Stuyvesant,40.68373,-73.92376999999999,Entire home/apt,125,90,162,1.46,2,137
25406,"Modern Brooklyn Apt., August sublet",105538,Brooklyn,Williamsburg,40.71459,-73.94844,Entire home/apt,80,30,29,0.4,1,222
25696,"1,800 sq foot in luxury building",107628,Manhattan,Harlem,40.8092,-73.94421,Private room,100,2,170,1.61,1,346
26012,Sunny 2-story Brooklyn townhouse w deck and garden,109589,Brooklyn,Gowanus,40.68157,-73.98989,Entire home/apt,200,30,19,0.2,1,208
26362,"Times Square, Safe, Clean and Cozy!",59734,Manhattan,Hell's Kitchen,40.75527,-73.99291,Private room,59,2,334,3.0,2,279
26520,"Cozy Room #3, Landmark Home 1 Block to PRATT",51038,Brooklyn,Clinton Hill,40.68698,-73.96571999999999,Private room,125,2,19,0.2,6,250
26559,Beautiful Apartment East Village,112793,Manhattan,East Village,40.7288,-73.98192,Entire home/apt,140,7,12,0.13,1,164
26785,Park Slope Green Guest House,42273,Brooklyn,South Slope,40.66853,-73.98912,Entire home/apt,120,30,467,4.22,2,192
26933,2 BR / 2 Bath Duplex Apt with patio! East Village,72062,Manhattan,East Village,40.7254,-73.98156999999999,Entire home/apt,350,2,7,0.06,4,298
26954,NYC fabulous views Manhattan's eye,115157,Manhattan,Kips Bay,40.742940000000004,-73.98009,Entire home/apt,199,5,38,0.38,1,260
26969,2 story family home in Williamsburg,115307,Brooklyn,Williamsburg,40.71942,-73.95748,Entire home/apt,325,3,324,3.01,1,107
27006,Comfortable UWS 2-BD Family-Friendly Brownstone,115560,Manhattan,Upper West Side,40.77823,-73.97636999999999,Entire home/apt,235,6,27,0.27,1,199
27385,Great Large 1 BR apt  in East Village!,72062,Manhattan,East Village,40.72555,-73.97965,Entire home/apt,225,1,115,1.05,4,299
27531,Eveland Private Bed & Living Room w/ Own Entrance,118971,Brooklyn,South Slope,40.66831,-73.98604,Private room,99,2,354,3.2,3,20
27644,Sugar Hill Rest Stop ,119510,Manhattan,Harlem,40.82754,-73.94919,Entire home/apt,170,2,195,2.03,1,318
27659,3 Story Town House in Park Slope,119588,Brooklyn,South Slope,40.66499,-73.97925,Entire home/apt,400,2,16,0.24,2,216
27759,apartment next to Central park,119900,Manhattan,Upper West Side,40.778420000000004,-73.97556,Entire home/apt,170,7,13,0.12,1,224
27883,East Village Sanctuary,120223,Manhattan,East Village,40.72245,-73.98527,Entire home/apt,100,4,25,0.23,1,0
28321,Large 1  BR in a 3 BR Brooklyn apt. next to Q Trn.,65091,Brooklyn,Prospect-Lefferts Gardens,40.65593,-73.96053,Private room,75,2,9,0.08,1,324
28396,Modern Apt with Spectacular Views,6197784,Brooklyn,Williamsburg,40.719229999999996,-73.96468,Private room,90,1,9,0.08,1,245
28907,Garden studio in the Upper East Sid,124352,Manhattan,Upper East Side,40.778,-73.94821999999999,Entire home/apt,150,5,21,0.19,1,189
29012,Secluded Master Bedroom in Beautiful Huge Apt,124797,Manhattan,Washington Heights,40.85879,-73.93128,Private room,85,15,36,0.33,1,307
29013,B & B Room 1,35935,Brooklyn,Bedford-Stuyvesant,40.68332,-73.9547,Private room,70,3,63,0.58,2,310
29455,ACCOMMODATIONS GALORE #1,126607,Manhattan,Harlem,40.816179999999996,-73.94894000000001,Entire home/apt,120,3,155,1.42,3,213
29628,Sunny Room in New Condo,127608,Brooklyn,Clinton Hill,40.68414,-73.96351,Private room,89,3,260,2.35,1,278
29683,Stylish & Sleek Apartment Near SoHo!,125857,Manhattan,East Village,40.72392,-73.99143000000001,Entire home/apt,185,5,73,0.66,1,209
30031,NYC artists’ loft with roof deck,129352,Brooklyn,Greenpoint,40.73494,-73.9503,Private room,50,3,193,1.86,1,0
30927,Unique & Charming small 1br Apt. LES,120335,Manhattan,Lower East Side,40.713409999999996,-73.98855999999999,Entire home/apt,105,3,32,0.29,1,16
31130,Most Central Location!,117287,Manhattan,Hell's Kitchen,40.767540000000004,-73.98399,Private room,130,2,50,0.45,3,234
31555,Luminous Beautiful West Village Studio,135619,Manhattan,West Village,40.73442,-74.00303000000001,Entire home/apt,115,29,26,0.25,1,12
31902,Sanctuary in East Flatbush,137292,Brooklyn,Flatlands,40.631879999999995,-73.93248,Private room,77,2,2,0.02,1,178
31994,Room with En Suite Bathroom & Deck,137814,Brooklyn,Clinton Hill,40.6873,-73.9634,Private room,76,2,426,3.89,3,275
32023,FLAT MACDONOUGH,137974,Brooklyn,Bedford-Stuyvesant,40.682959999999994,-73.93661999999999,Entire home/apt,125,3,227,2.09,2,163
32037,Huge Private  Floor at The Waverly,116599,Brooklyn,Clinton Hill,40.6863,-73.96765,Private room,135,4,84,0.77,3,365
32100,"Modern Greenpoint, Brooklyn Apt",138579,Brooklyn,Greenpoint,40.73409,-73.95348,Entire home/apt,250,29,3,0.03,1,34
32289,"Sun-drenched, artsy modernist 1 BDRM duplex",139612,Brooklyn,Williamsburg,40.71561,-73.94835,Entire home/apt,199,3,10,0.1,1,280
32331,"Sunny, Cobble Hill Apartment",139874,Brooklyn,Cobble Hill,40.6857,-73.99183000000001,Entire home/apt,140,2,4,0.04,1,0
32363,Fully Furnished Basement Apartment,140025,Queens,Flushing,40.74028,-73.83168,Private room,140,2,1,0.01,1,1
32965,FLAT MACDONOUGH GARDEN,137974,Brooklyn,Bedford-Stuyvesant,40.682809999999996,-73.93524000000001,Entire home/apt,115,3,124,1.72,2,170
32969,Light filled Williamsburg Apartment,142833,Brooklyn,Williamsburg,40.715959999999995,-73.93938,Entire home/apt,160,3,11,0.11,1,188
33009,Retreat in Williamsburg,143027,Brooklyn,Williamsburg,40.71492,-73.95935,Entire home/apt,195,4,240,2.19,1,214
33014,NYC Zen,143048,Manhattan,East Village,40.72354,-73.98295,Entire home/apt,195,3,30,0.28,1,248
33223,Cozy BR in Wiliamsburg 3 Bedroom,72014,Brooklyn,Williamsburg,40.71165,-73.96087,Private room,80,3,200,1.86,4,262
34760,Sunny Room in Old Historical Brooklyn Townhouse,149929,Brooklyn,Fort Greene,40.69101,-73.97312,Private room,44,8,27,1.05,5,280
35526,Sun Filled Classic West Village Apt,120291,Manhattan,West Village,40.73474,-74.00101,Private room,156,4,79,0.74,1,307
36121,Lg Rm in Historic Prospect Heights,62165,Brooklyn,Prospect Heights,40.67386,-73.96641,Private room,85,15,9,0.09,1,339
36133,Classic Artist Loft Williamsburg,142684,Brooklyn,Williamsburg,40.71536,-73.96056999999999,Private room,125,3,155,1.61,1,1
36442,Great location. Spacious on PROSPECT PARK,137432,Brooklyn,Prospect Heights,40.6741,-73.96595,Entire home/apt,115,15,4,0.05,1,269
36647,Private Bdrm/Bathrm. New! Elevator!,157798,Manhattan,East Harlem,40.79295,-73.93997,Private room,69,2,34,0.32,1,10
36703,"Sunny, clean 1 bdrm in W. Village",158284,Manhattan,West Village,40.73226,-74.00401,Entire home/apt,225,45,134,1.24,1,312
36934,Great location in Williamsburg,159370,Brooklyn,Williamsburg,40.71363,-73.96398,Entire home/apt,125,6,27,0.25,1,189
38638,Light and Airy Upper East Side 1 BDR apartment,92788,Manhattan,Upper East Side,40.77711,-73.9527,Entire home/apt,219,4,126,1.16,2,290
38663,Luxury Brownstone in Boerum Hill,165789,Brooklyn,Boerum Hill,40.685590000000005,-73.98094,Entire home/apt,475,3,23,0.27,1,230
39267,CENTRAL PARK LOFT all for YOU,168417,Manhattan,Upper East Side,40.77456,-73.95323,Entire home/apt,99,1,234,2.6,2,164
39282,Indie-Chic Share In Williamsburg,168525,Brooklyn,Williamsburg,40.710879999999996,-73.95055,Private room,69,4,202,1.86,2,53
39593,"A room w/ a Manhattan view, longer stay",110506,Queens,Sunnyside,40.74559,-73.92313,Private room,79,30,28,0.26,1,126
39704,"Private, Large & Sunny 1BR w/W&D",170510,Brooklyn,Bedford-Stuyvesant,40.68306,-73.94659,Entire home/apt,135,2,309,2.86,2,3
40039,Luxurious Condo in DUBMO with View,171851,Brooklyn,DUMBO,40.70207,-73.98571,Private room,250,3,14,0.13,1,189
40453,Charming & Cozy midtown loft any WEEK ENDS  !!!,174025,Manhattan,Upper East Side,40.76123,-73.9642,Entire home/apt,250,3,4,0.08,1,365
41348,* Spacious GARDEN Park Slope Duplex* 6 people max,180083,Brooklyn,Gowanus,40.66858,-73.99083,Entire home/apt,250,2,80,2.17,1,0
41513,Convenient cozy cheap apt Manhattan,181167,Manhattan,Harlem,40.827040000000004,-73.94906999999999,Entire home/apt,80,3,2,0.04,1,0
42580,Parlor Room In Victorian Townhouse,137814,Brooklyn,Clinton Hill,40.68843,-73.96408000000001,Private room,70,2,294,3.47,3,336
42729,House On Henry (2nd FLR Suite),11481,Brooklyn,Carroll Gardens,40.6783,-74.00135,Entire home/apt,165,2,150,1.4,3,342
42882,New York room with a view,185978,Staten Island,St. George,40.64524,-74.08088000000001,Private room,70,2,166,1.66,1,312
43957,Sunny cozy room in Brklyn townhouse,177536,Brooklyn,Bushwick,40.70641,-73.91765,Private room,50,2,47,0.94,1,37
44096,Room with a View,190409,Bronx,Highbridge,40.83232,-73.93184000000001,Private room,40,1,219,2.04,3,353
44161,Light+Open+Airy+Rustic+Modern Loft,193360,Brooklyn,Williamsburg,40.71045,-73.9677,Entire home/apt,150,2,193,1.78,1,177
44212,West Inn 2 - East Village,72062,Manhattan,East Village,40.72518,-73.98034,Private room,125,1,84,0.78,4,310
44221,Financial District Luxury Loft,193722,Manhattan,Financial District,40.70666,-74.01374,Entire home/apt,196,3,114,1.06,1,0
44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,Brooklyn,Fort Greene,40.690979999999996,-73.97113,Private room,110,2,213,2.0,2,321
44288,Your own Lovely West Village Studio,193637,Manhattan,West Village,40.737559999999995,-74.00405,Entire home/apt,170,3,86,0.8,1,246
44506,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,126607,Manhattan,Harlem,40.815259999999995,-73.94791,Entire home/apt,165,3,80,0.75,3,231
45393,Greenwich Village Stylish Apartment,201297,Manhattan,West Village,40.73423,-74.0046,Entire home/apt,150,26,38,0.36,1,225
45542,Clean and Cozy Harlem Apartment,202249,Manhattan,Harlem,40.82374,-73.9373,Entire home/apt,100,2,18,1.79,1,0
45556,"Fort Greene, Brooklyn: Center Bedroom",67778,Brooklyn,Fort Greene,40.688629999999996,-73.97691,Private room,65,2,206,1.92,2,0
45910,Beautiful Queens Brownstone! - 5BR,204539,Queens,Ridgewood,40.70382,-73.89797,Entire home/apt,350,8,10,0.11,5,365
45936,Couldn't Be Closer To Columbia Uni,867225,Manhattan,Morningside Heights,40.80549,-73.95924000000001,Private room,99,4,122,1.18,2,233
45940,Bright Spacious Luxury Condo,204724,Brooklyn,Williamsburg,40.71627,-73.9587,Entire home/apt,200,4,33,0.58,1,1
46544,Park Slope haven 15 mins from Soho,8198,Brooklyn,Park Slope,40.67994,-73.97863000000001,Entire home/apt,150,5,52,0.5,1,18
46723,SAFE  AND BEAUTIFUL ACCOMODATION,209460,Brooklyn,Bedford-Stuyvesant,40.67992,-73.9475,Private room,90,3,126,1.17,4,343
46911,Large Room in private Brownstone in Park Slope,210746,Brooklyn,Prospect Heights,40.67868,-73.97306999999999,Private room,120,3,51,0.48,3,250
47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",212722,Manhattan,Upper East Side,40.76834,-73.95334,Private room,75,3,199,1.85,1,326
47362,"LARGE, COMFY 1BDR W/CHARACTER!!!",214148,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,Entire home/apt,175,26,30,0.29,1,364
47370,Chelsea Studio sublet 1 - 2 months,214287,Manhattan,Chelsea,40.74031,-73.99999,Entire home/apt,125,3,3,0.03,1,0
47926,LUX APT IN TIMES SQUARE NEW BUILDING,218404,Manhattan,Hell's Kitchen,40.76307,-73.99665,Entire home/apt,275,1,41,0.38,1,299
48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,221873,Manhattan,Lower East Side,40.71882,-73.98852,Entire home/apt,299,2,109,1.04,1,207
50447,Lovely Apt & Garden;  Legal;  Best Area; Amenities,9744,Brooklyn,South Slope,40.6693,-73.98804,Entire home/apt,135,5,151,1.43,3,162
51438,1 Bedroom in 2 Bdrm Apt- Upper East,236421,Manhattan,Upper East Side,40.77333,-73.95199000000001,Private room,130,14,0,0.0,2,0
51485,Lower East Side $57~/night,236655,Manhattan,Lower East Side,40.72319,-73.99201,Private room,83,1,285,2.69,1,7
51572,Prime Location in Manhattan,237329,Manhattan,Chelsea,40.74859,-73.99671,Private room,123,1,375,3.52,1,328
51850,( F) Excellent/Pvt Rm,27848,Queens,Jamaica,40.67252,-73.76597,Private room,55,2,52,0.49,2,365
53137,"Quiet, sunny Midtown Manhattan apt.",240360,Manhattan,Hell's Kitchen,40.762440000000005,-73.99271,Entire home/apt,195,5,10,1.01,1,0
